id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
315794,FL,INDIVIDUAL,2 years,Fidelity National Financial,B,OWN,08-04-2021,16-05-2021,11-04-2021,Fully Paid,11-05-2021,315784,Debt consolidation,B2," 36 months",Not Verified,44000,0.1838,151.13,0.0976,7000,11,5441
472601,OK,INDIVIDUAL,2 years,TW Telecom,B,OWN,10-02-2021,16-04-2021,12-05-2021,Fully Paid,12-06-2021,596810,Debt consolidation,B4," 36 months",Not Verified,75000,0.1734,818.38,0.1099,25000,28,29135
509982,TX,INDIVIDUAL,2 years,Texas Health and Human Service Commissio,B,OWN,10-05-2021,13-05-2021,13-05-2021,Fully Paid,13-06-2021,658445,Debt consolidation,B5," 36 months",Not Verified,36000,0.1377,493.67,0.1136,15000,31,17773
512497,FL,INDIVIDUAL,3 years,Quiznos Subs,B,OWN,10-05-2021,13-05-2021,13-05-2021,Fully Paid,13-06-2021,662153,Debt consolidation,B3," 36 months",Not Verified,65000,0.0657,260.48,0.1062,8000,17,9378
788531,NJ,INDIVIDUAL,3 years,United State Department of Agriculture,B,OWN,11-06-2021,14-07-2021,14-07-2021,Fully Paid,14-08-2021,992267,Debt consolidation,B3," 36 months",Not Verified,44390,0.199,468.1,0.1099,14300,17,16851
492872,IL,INDIVIDUAL,3 years,The Palladium Group,B,OWN,10-03-2021,10-10-2021,10-09-2021,Fully Paid,10-10-2021,630397,Debt consolidation,B4," 36 months",Not Verified,76000,0.1484,589.24,0.1099,18000,37,18921
729647,IL,INDIVIDUAL,3 years,Neurowave Medical Technologies,B,OWN,11-04-2021,16-05-2021,13-11-2021,Fully Paid,13-12-2021,925444,Debt consolidation,B5," 36 months",Not Verified,36400,0.1098,229.54,0.1111,7000,18,8221
821300,WA,INDIVIDUAL,4 years,Washington State Auditor,B,OWN,11-08-2021,12-11-2021,12-10-2021,Fully Paid,12-11-2021,1029630,Debt consolidation,B5," 36 months",Not Verified,57240,0.2178,498.15,0.1199,15000,26,16769
754546,IL,INDIVIDUAL,5 years,UnitedHealth Group,B,OWN,11-05-2021,16-03-2021,12-06-2021,Fully Paid,12-07-2021,954278,Debt consolidation,B4," 36 months",Not Verified,37500,0.223,197.83,0.1149,6000,22,6638
478788,MI,INDIVIDUAL,5 years,Composite Fogings,B,OWN,10-01-2021,12-06-2021,12-06-2021,Fully Paid,12-07-2021,608000,Debt consolidation,B4," 36 months",Not Verified,30000,0.2004,99.9,0.1218,3000,15,3561
