id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
574998,PA,INDIVIDUAL,6 years,Juristaff Inc.,C,MORTGAGE,10-09-2021,15-05-2021,14-12-2021,Charged Off,14-01-2022,739653,Debt consolidation,C1," 60 months",Not Verified,65000,0.1578,134.37,0.1323,5875,19,7032
656009,CA,INDIVIDUAL,10+ years,Surgical West Inc,C,MORTGAGE,11-01-2021,16-05-2021,11-04-2021,Charged Off,11-05-2021,839031,Debt consolidation,C2," 60 months",Not Verified,155004,0.1496,318.98,0.1306,14000,41,1610
1022452,WA,INDIVIDUAL,2 years,Group Health Cooperative,C,MORTGAGE,11-11-2021,16-05-2021,12-05-2021,Charged Off,12-06-2021,1251246,Debt consolidation,C4," 60 months",Not Verified,60000,0.163,344.62,0.1527,14400,31,1721
785069,FL,INDIVIDUAL,< 1 year,Gelber Group,C,MORTGAGE,11-06-2021,13-10-2021,13-05-2021,Charged Off,13-06-2021,988336,Debt consolidation,C3," 60 months",Not Verified,75000,0.1595,348.95,0.1399,15000,35,8624
607432,MD,INDIVIDUAL,8 years,Shear Images,C,MORTGAGE,10-11-2021,16-05-2021,12-03-2021,Charged Off,12-04-2021,779246,Debt consolidation,C1," 60 months",Not Verified,39996,0.1899,145.35,0.1223,6500,21,2340
656157,NY,INDIVIDUAL,10+ years,Stony Brook Hospital,C,MORTGAGE,11-01-2021,13-10-2021,13-05-2021,Charged Off,13-06-2021,839232,Debt consolidation,C3," 60 months",Not Verified,47138,0.1283,160.82,0.1343,7000,27,4764
675343,CA,INDIVIDUAL,2 years,Rewards Network,C,MORTGAGE,11-02-2021,13-02-2021,12-09-2021,Charged Off,12-10-2021,863100,Debt consolidation,C3," 60 months",Not Verified,75000,0.0328,275.69,0.1343,12000,19,5223
646994,NC,INDIVIDUAL,10+ years,Tyco Electronics,D,MORTGAGE,11-01-2021,13-06-2021,13-01-2021,Charged Off,13-02-2021,827786,Debt consolidation,D5," 60 months",Not Verified,91000,0.0215,145.98,0.1602,6000,18,3625
1041844,IL,INDIVIDUAL,10+ years,Plumber&Steamfitter Local 137,D,MORTGAGE,11-12-2021,14-06-2021,14-02-2021,Charged Off,14-03-2021,1271881,Debt consolidation,D5," 60 months",Not Verified,65000,0.1045,382.95,0.1825,15000,16,11054
612527,MD,INDIVIDUAL,10+ years,Dept. Of Treasury,D,MORTGAGE,10-11-2021,14-10-2021,14-10-2021,Charged Off,14-11-2021,785418,Debt consolidation,D5," 60 months",Not Verified,123531.24,0.1887,404.72,0.1557,16800,45,19022
533700,WA,INDIVIDUAL,2 years,Cobalt Group,D,MORTGAGE,10-06-2021,16-05-2021,14-05-2021,Charged Off,14-06-2021,689844,Debt consolidation,D3," 60 months",Not Verified,65000,0.0966,367.46,0.1558,15250,35,16536
556232,IL,INDIVIDUAL,5 years,indiana harbor belt railroad,D,MORTGAGE,10-08-2021,16-05-2021,12-03-2021,Charged Off,12-04-2021,716264,Debt consolidation,D2," 60 months",Not Verified,85200,0.1459,215.11,0.1521,9000,22,4086
847272,VA,INDIVIDUAL,5 years,RICHMOND POLICE DEPARTMENT,D,MORTGAGE,11-08-2021,16-05-2021,12-03-2021,Charged Off,12-04-2021,1058741,Debt consolidation,D4," 60 months",Not Verified,52000,0.1085,416.54,0.1689,16800,10,2914
878883,PA,INDIVIDUAL,6 years,Snyder County,D,MORTGAGE,11-11-2021,14-08-2021,14-05-2021,Charged Off,14-06-2021,1093661,Debt consolidation,D5," 60 months",Not Verified,34000,0.1256,306.36,0.1825,12000,23,9668
841309,NJ,INDIVIDUAL,8 years,Courthouse Convalescent Center,D,MORTGAGE,11-08-2021,14-09-2021,14-05-2021,Charged Off,14-06-2021,1051848,Debt consolidation,D3," 60 months",Not Verified,65000,0.2274,190.49,0.1649,7750,21,6722
557926,NY,INDIVIDUAL,9 years,grenoindustries,D,MORTGAGE,10-08-2021,13-03-2021,12-10-2021,Charged Off,12-11-2021,718283,Debt consolidation,D3," 60 months",Not Verified,24000,0,28.92,0.1558,1200,4,795
530957,NY,INDIVIDUAL,10+ years,Griffith Energy,D,MORTGAGE,10-06-2021,12-11-2021,12-06-2021,Charged Off,12-07-2021,686521,Debt consolidation,D2," 60 months",Not Verified,52000,0.2444,400.34,0.1521,16750,34,9883
867829,MI,INDIVIDUAL,10+ years,materion brush,D,MORTGAGE,11-09-2021,16-05-2021,12-09-2021,Charged Off,12-10-2021,1081448,Debt consolidation,D3," 60 months",Not Verified,66000,0.18,368.69,0.1649,15000,24,4423
851706,MN,INDIVIDUAL,5 years,Hopkins sand& gravel,D,MORTGAGE,11-09-2021,12-12-2021,12-07-2021,Charged Off,12-08-2021,1063657,Debt consolidation,D5," 60 months",Not Verified,40800,0.1426,458.39,0.1749,18250,20,5513
790666,NC,INDIVIDUAL,5 years,k&s tool and manufacturing co.,D,MORTGAGE,11-06-2021,16-05-2021,13-08-2021,Charged Off,13-09-2021,994843,Debt consolidation,D5," 60 months",Not Verified,57000,0.1196,401.87,0.1749,16000,15,10334
561179,IL,INDIVIDUAL,7 years,Village of Glendale Heights,D,MORTGAGE,10-08-2021,16-05-2021,11-07-2021,Charged Off,11-08-2021,722222,Debt consolidation,D2," 60 months",Not Verified,61240,0.0649,286.81,0.1521,12000,25,3624
572339,OH,INDIVIDUAL,4 years,,D,MORTGAGE,10-09-2021,14-06-2021,14-03-2021,Charged Off,14-04-2021,736193,Debt consolidation,D5," 60 months",Not Verified,75000,0.1712,51.43,0.1632,2100,18,2350
760519,NC,INDIVIDUAL,10+ years,Ag Provision  LLC,D,MORTGAGE,11-05-2021,13-05-2021,12-12-2021,Charged Off,12-01-2022,960795,Debt consolidation,D2," 60 months",Not Verified,49500,0.2439,243.13,0.1599,10000,26,6246
711528,OH,INDIVIDUAL,2 years,Summa Health Systems,D,MORTGAGE,11-05-2021,16-05-2021,13-04-2021,Charged Off,13-05-2021,904492,Debt consolidation,D2," 60 months",Not Verified,44088,0.1257,442.5,0.1599,18200,19,9733
513345,FL,INDIVIDUAL,3 years,Naval Surface Warfare Center,D,MORTGAGE,10-05-2021,14-12-2021,14-08-2021,Charged Off,14-09-2021,663274,Debt consolidation,D2," 60 months",Not Verified,122000,0.149,298.9,0.1496,15000,29,15247
990709,NV,INDIVIDUAL,4 years,Alexander Kalifano,D,MORTGAGE,11-10-2021,13-02-2021,12-09-2021,Charged Off,12-10-2021,1214704,Debt consolidation,D2," 60 months",Not Verified,65000,0.2042,346.21,0.1677,14000,27,4173
771972,OH,INDIVIDUAL,4 years,Cleveland Housing Network,D,MORTGAGE,11-06-2021,16-05-2021,12-07-2021,Charged Off,12-08-2021,973801,Debt consolidation,D4," 60 months",Not Verified,49200,0.23,297.53,0.1689,12000,35,3568
603985,CO,INDIVIDUAL,7 years,Denver Health,D,MORTGAGE,10-10-2021,12-05-2021,11-12-2021,Charged Off,11-01-2022,774959,Debt consolidation,D2," 60 months",Not Verified,36000,0.205,235.08,0.1446,10000,17,4233
708223,OH,INDIVIDUAL,< 1 year,Lyondellbasell,D,MORTGAGE,11-04-2021,14-03-2021,13-11-2021,Charged Off,13-12-2021,900693,Debt consolidation,D2," 60 months",Not Verified,48000,0.0435,332.4,0.1491,14000,12,11145
