id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
725895,IL,INDIVIDUAL,10+ years,Booz Allen Hamilton,D,MORTGAGE,11-04-2021,14-04-2021,14-05-2021,Fully Paid,14-06-2021,921210,credit card,D2," 36 months",Verified,180000,0.0719,969.4,0.1491,28000,27,34898
729571,PA,INDIVIDUAL,10+ years,ABM Janitorial Services,D,MORTGAGE,11-04-2021,14-04-2021,14-05-2021,Fully Paid,14-06-2021,925361,credit card,D4," 36 months",Verified,88812.93,0.1856,1014.55,0.1565,29000,27,36524
1045054,GA,INDIVIDUAL,10+ years,Saia Motor Freight,D,MORTGAGE,11-12-2021,14-12-2021,14-12-2021,Fully Paid,14-01-2022,1275451,credit card,D5," 36 months",Verified,59800.55,0.1007,660.26,0.1825,18200,24,23769
644829,MA,INDIVIDUAL,2 years,KAcme Adjusting Company LLC,D,MORTGAGE,11-01-2021,16-05-2021,14-02-2021,Fully Paid,14-03-2021,825126,credit card,D3," 36 months",Verified,90000,0.2121,518.74,0.1483,15000,26,18676
483485,MA,INDIVIDUAL,2 years,Bank Of America,D,MORTGAGE,10-02-2021,13-02-2021,13-02-2021,Fully Paid,13-03-2021,615249,credit card,D5," 36 months",Verified,216000,0.1423,879.85,0.1607,25000,63,31675
414574,NY,INDIVIDUAL,6 years,Maslow Media,D,MORTGAGE,09-06-2021,12-06-2021,12-06-2021,Fully Paid,12-07-2021,481331,credit card,D2," 36 months",Verified,119000,0.1689,515.74,0.1442,15000,20,18567
970782,FL,INDIVIDUAL,7 years,City Electric Supply,D,MORTGAGE,11-10-2021,14-10-2021,14-10-2021,Fully Paid,14-11-2021,1192265,credit card,D1," 36 months",Verified,68000,0.138,282.41,0.1629,8000,14,10166
559407,IL,INDIVIDUAL,7 years,KPMG,D,MORTGAGE,10-08-2021,13-08-2021,13-08-2021,Fully Paid,13-09-2021,720116,credit card,D2," 36 months",Verified,98000,0.2436,834.44,0.1521,24000,25,30040
867194,CA,INDIVIDUAL,1 year,Riverside Nephrology Physicians,D,MORTGAGE,11-09-2021,13-02-2021,13-02-2021,Fully Paid,13-03-2021,1080795,credit card,D5," 36 months",Verified,190000,0.1336,1256.4,0.1749,35000,16,42081
720386,NV,INDIVIDUAL,< 1 year,"Soft Machines, Inc",D,MORTGAGE,11-04-2021,14-05-2021,14-05-2021,Fully Paid,14-06-2021,914837,credit card,D3," 36 months",Verified,110000,0.104,459.4,0.1528,13200,27,16567
859837,TX,INDIVIDUAL,8 years,Nova Technologies,D,MORTGAGE,11-08-2021,16-05-2021,13-10-2021,Fully Paid,13-11-2021,1072556,credit card,D1," 36 months",Verified,102000,0.1415,524.55,0.1562,15000,14,18458
640420,GA,INDIVIDUAL,< 1 year,IPC | a Walsworth Company,D,MORTGAGE,10-12-2021,16-05-2021,12-07-2021,Fully Paid,12-08-2021,819844,credit card,D2," 36 months",Verified,90000,0.2215,516.03,0.1446,15000,37,17595
